date,headline,close_t_plus_2
2020-05-04,"Apple And Google Say No To Location Tracking In Coronavirus Contact Tracing Apps [SEP] 'Apple raises more than $8 billion in bond offering' -Tweet From CNBC Now [SEP] Apple Grows Smartphone Market Share Even As Overall Market Declines At Record Pace [SEP] Hearing Apple To Reopen Stores Starting Friday, Region Not Specified [SEP] GM, Disney In Focus Along With Friday's Payrolls Data As Stocks Appear Shaky To Start New Week [SEP] Apple Announces Updated MacBook Pro Offering 10th Generation Processor For Up To 80% Faster Graphics Performance; Starting At $1,299 And $1,199 For Education [SEP] Apple Inc Files Prospectus Supplement Related To A Potential Four-Part Notes Offering",300.6300048828125
2020-05-05,"What Apple's WWDC 2020 Invite Says About This Year's Virtual Presentation [SEP] Charles Schwab Launches Fractional Shares, The Ability To Gift Stock [SEP] Apple to Host Virtual Worldwide Developers Conference Beginning June 22 [SEP] Disney, Beyond Meat And Video Game Makers All Set To Report As Firm Tone Continues [SEP] Apple Capitalizes On Plunge In Yields, Issues Cheapest Bonds In Years [SEP] Apple Files Final Pricing Term Sheet For Offering Of $2B 0.750% Notes Due 2023",303.739990234375
2020-05-06,"A Low-Cost, FAAMNG-Heavy ETF For May [SEP] A Recap Of Social Media Earnings [SEP] GM, Disney, Beyond Meat Results In Focus, With GM And BYND Getting Early Lift [SEP] 'Microsoft is releasing its new AirPods rival after months of delays — and it's even cheaper than expected' -Recent Business Insider Article [SEP] Apple Chassis Maker Catcher Said to be Considering Leaving China to Open Factories in SouthEast Asia",310.1300048828125
2020-05-08,"Apple Option Alert: May 15 $315 Calls Sweep (52) near the Ask: 354 @ $2.154 vs 6982 OI; Ref=$309.45 [SEP] Apple To Give Masks To Customers Inside Retail Stores, Company To Let Customers Choose Product Pick Up Times Online [SEP] Apple Says Social-Distancing Guidelines Will Limit Number Of Customers In Stores, May Create Delays For Walk-In Customers [SEP] Apple To Reopen Small Number Of U.S. Stores In Idaho, South Carolina, Alabama And Alaska Starting Next Week; Says It Will Require Customers To Wear Masks, Undergo Temperature Checks Before Entering Stores [SEP] Apple To Reopen Germany Retail Stores May 11 [SEP] Along With Dramatic Jobs Data, Investors Scrutinize Recent Earnings From Uber, Square [SEP] Spotify CEO's Apple Barb Backfires As Sonos Points Out The 'Solid Irony'",311.4100036621094
2020-05-11,"Cruise Line Earnings Later This Week Could Provide Insight On Brutal Quarter For Industry [SEP] Trump, Intel, TSMC Plan US 'Self-Sufficiency' In Semiconductors As Coronavirus Gives Supply-Chain Scare",307.6499938964844
2020-05-12,"Apple Plans for More Workers to Go Back to Offices Over Months [SEP] ""Stay at Home"" Stocks Still Rule the Roost as Nvidia, Microsoft, Apple Start Week Firmly [SEP] Caution Ahead: Biggest Blue-Chips Seek Change, Innovation Post-COVID-19 [SEP] Analyst Polishes Apple Price Target On 'Teflon-Like' Services, iPhone 12 Outlook [SEP] Wedbush Maintains Outperform on Apple, Raises Price Target to $350 [SEP] Apple Unveils Update To Logic Pro [SEP] Not Just Fun And Games: How Esports Could Offer Potential Investment Opportunities [SEP] Disney Plans Another Bonds Offering With A Six-Part Deal",309.5400085449219
2020-05-13,"Apple Plans To Bring Employees Back To Office Even As Tech Peers Hold Off [SEP] Retail Pro Says Giants Like Amazon, Walmart Will Prevail After Coronavirus: 'It's Not Fair' [SEP] Apple Encourages Chinese Tech Company To Rival Foxconn, Aims To Foster Competition",307.7099914550781
2020-05-14,"Taiwanese Apple Supplier TSMC To Build $12B US Chip Factory After Months Of Pressure From Trump Administration [SEP] Apple Confirms Acquisition Of Virtual Reality Startup NextVR [SEP] 'Apple supplier TSMC is reportedly building an Arizona chip plant' -The Verge [SEP] 'Apple's computerized glasses won't be ready until 2022 'at the earliest,' top analyst says' -CNBC Article [SEP] The Mixed Sony Effect [SEP] Report: FBI Seizes Sen. Richard Burr's Phone In Investigation Of Coronavirus Stock Sell-Off",314.9599914550781
2020-05-15,"13F From Buffett's Berkshire Shows Maintained Stake In Apple [SEP] US To Block Shipments Of Semiconductors To Huawei: Report [SEP] Quick Retreat: Impressive Thursday Turnaround Halted in Its Tracks Amid Fresh Trade Tiff [SEP] Apple shares are trading lower on reports the company is among those China could retaliate against after the US announced it will block chip shipments from Huawei. [SEP] China's Global Times Mentions Qualcomm, Cisco, Apple And Boeing As 'four companies named by Chinese sources as possible targets for retaliation amid US moves against China's Huawei' [SEP] A Peek Into The Markets: US Stock Futures Up Ahead Of Economic Reports [SEP] Amazon To Manufacture Face Shields And Sell Them At Cost",313.1400146484375
2020-05-18,"Here's How Much Investing $1,000 In The 2015 Fitbit IPO Would Be Worth Today [SEP] More Than 25 US Apple Stores To Reopen, 100 Now Open Around The World",319.2300109863281
2020-05-19,"Telemedicine A COVID-19 Winner [SEP] Walmart Earnings Look Strong Across the Board, But Home Depot Down After Missing on EPS [SEP] Sony To Convert Its Financial Subsidiary Into Wholly Owned Unit Through $3.7B Tender Offer [SEP] 'Apple buys older shows for TV+, stepping up Netflix challenge' -Earlier SCMP Report",316.8500061035156
2020-05-20,"Apple's Face ID Will Allow Mask Wearing Users To Unlock Their Phones Quickly [SEP] 'COVID-19 exposure notification settings begin to go live for iOS users with new update' -TechCrunch [SEP] Facebook Plans To Resume Work In Office In July At 25% Capacity And Safety Measures In Place [SEP] A Peek Into The Markets: US Stock Futures Climb Ahead Of Earnings, Fed Minutes [SEP] Why Sony Sold Streaming Rights For Tom Hanks Movie To Apple Instead Of Waiting Out The Pandemic [SEP] Smartphone Sales Picking up in China [SEP] Apple Looking To Diversify Its Manufacturing Base, Will Make Headphones In Vietnam",318.8900146484375
2020-05-21,"Apple Is Seeking An Executive To Lead Original Podcast Effort, Is Buying Original Podcasts That Would Be Exclusive; New Podcasts Will Help Promote TV+ Video Service [SEP] Evercore ISI Analyst Amit DAryanani Says Apple Can Exceed $100 Billion In Services Revenue In The Fiscal Year Ending In September 2024 [SEP] Apple Vs. Tesla: Morgan Stanley Breaks Down The Parallels [SEP] As The Global Economy Weighs Fears Of A Recession, Travel Is Already In A Depression [SEP] Hearing Evercore ISI Raises Price Target On Apple From $330 To $345",316.7300109863281
2020-05-22,The Secret to Tech's Resilience to COVID-19- Infrastructure Expansion,318.1099853515625
2020-05-26,"Study: 34% Of Americans Report Looking Through Their Partner's Phone Without Permission [SEP] Apple To Reopen ~100 More US Stores This Week [SEP] 'FAANG Stocks Are Strong Once Again,' Facebook, Amazon, Netflix Hit Record Highs Last Week",318.25
2020-05-27,"Leidos Awarded $84.6M Payment from VirnetX Lawsuit vs Apple [SEP] The Most Popular Smartphone Model Of Q1 [SEP] This New Tool Will Tell You Whether Or Not An Options Spread Is A Good Deal [SEP] B of A Securities Maintains Buy on Apple, Raises Price Target to $340 [SEP] 3 Apple Analysts Lift Price Targets: Why They're Optimistic On iPhone's Trajectory [SEP] 'LG reportedly supplying 20 million OLED panels for 'iPhone 12 Max'' -AppleInsider [SEP] Same Old Leadership Song Lifts These Leveraged ETFs [SEP] Deutsche Bank Maintains Buy on Apple, Raises Price Target to $320 [SEP] YouTube Makes Its Dedicated Children App Available On Apple TV [SEP] Samsung Display Secures Majority of Panel Orders for Next-gen iPhone [SEP] The Topsy-Turvy S&P 500 Earnings Picture",317.94000244140625
2020-05-28,"Trump's Executive Order To Expose Social Media To Lawsuits Over Content Policies [SEP] Costco Earnings On Tap After Close As Investors Mull Strong Toll Brothers Results [SEP] Martin Scorsese's Next Movie Will Be Financed By Apple: Report [SEP] Tech Companies Aren't 'State Actors,' Judge Dismisses Conservative Bias Lawsuit Against Facebook, Twitter, Google, Apple [SEP] The Momentum Trade Driving Stocks Higher May Be About To Snap [SEP] Tweedy Browne's —…—… Annual Letter to Shareholders [SEP] Kroger: Capital Preservation and More at a Good Price [SEP] Tredje AP-fonden Buys Microsoft Corp, Amazon.com Inc, Apple Inc, Sells iShares U.S. ... [SEP] The Zacks Analyst Blog Highlights: Apple, Exxon Mobil, Cisco System and Chevron [SEP] Growth Stocks for 2020: Trading Tech Stocks + FANG Stocks [SEP] Stocks Are Struggling To Post Gains On May 28 Ahead Of Initial Claims [SEP] Swiss National Bank Ready To Buy Much More Tech Stocks To Weaken The Franc",321.8500061035156
2020-05-29,"Costco Shares Come Under Pressure Despite Strong Earnings, Same-Store Sales [SEP] DXC Technology (DXC) Q4 Earnings Top Estimates, Revenues Miss [SEP] Marvell's (MRVL) Q1 Earnings & Revenues Surpass Estimates [SEP] Dolby (DLB) Rolls Out Interactive Platform for Developers [SEP] Remote Working Boosts Peripherals, PC Sales: 4 Stocks to Buy [SEP] 4 Stocks to Watch as Dow Breezes Past 25,000 Points",323.3399963378906
2020-06-01,"Apple Cuts iPhone Prices in China To Push Sales As Country Reopens Economy [SEP] Gun, Security Stocks Trade Higher After Weekend Protests Turn Violent And Destructive [SEP] Carter Worth And Mike Khouw's Apple Trade [SEP] Apple Pays Hacker From India $100,000 For Discovering Serious 'Sign In With Apple' Vulnerability [SEP] Volume Production of New iPhone Models to Begin in Q3 2020 [SEP] Apple CEO Writes To Employees About George Floyd Death, Urges For 'Better, More Just World For Everyone' [SEP] All Eyes on Market Volatility [SEP] Warren Buffett's Berkshire Hathaway Turns Up Stake in Liberty SiriusXM [SEP] COVID 2.0?",325.1199951171875
2020-06-02,"'Apple is tracking iPhones stolen by looters' -Earlier NY Post Article [SEP] MoneyGram Shares Jump 50% As Western Union Reportedly Looks For Acquisition [SEP] Hearing Susquehanna Check Suggests Total iPhone 12 Builds Tracking To 10M, Below Firm's Expectation Of 25M; Unconfirmed [SEP] Tesla CEO Musk Says Other Three Officers Should Be Charged In Floyd's Murder Case [SEP] A Peek Into The Markets: US Stock Futures Up; Crude Oil Rises Over 2% [SEP] Pepper Spray, Books On Racism, 'I Can't Breathe' Merchandise Are Top Sellers On Amazon As Protests Rage [SEP] American Pie [SEP] Tech Giants Dare Antitrust Deal Watchdogs [SEP] MoneyGram Shares Jump 50% As Western Union Reportedly Looks For Acquisition",322.32000732421875
